bomLineId,parent,child,quantity,uom,sequence,bomType,operation,scrapPercent,active
ODOO-BOMLINE-0000211,ODOO-VER-000014-021,ODOO-VER-000004-004,1,Units,12,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000212,ODOO-VER-000015-013,ODOO-VER-000010-004,1,Units,13,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000213,ODOO-VER-000014-021,ODOO-VER-000005-004,1,Units,14,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000214,ODOO-VER-000014-021,ODOO-VER-000011-003,2,Units,15,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000215,ODOO-VER-000014-021,ODOO-VER-000015-029,1,Units,16,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000216,ODOO-VER-000014-022,ODOO-VER-000004-004,1,Units,17,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000217,ODOO-VER-000014-022,ODOO-VER-000005-004,1,Units,18,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000218,ODOO-VER-000014-022,ODOO-VER-000007-004,1,Units,19,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000219,ODOO-VER-000014-022,ODOO-VER-000011-003,2,Units,20,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000220,ODOO-VER-000014-022,ODOO-VER-000015-029,1,Units,21,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000221,ODOO-VER-000014-023,ODOO-VER-000007-004,1,Units,22,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000222,ODOO-VER-000014-023,ODOO-VER-000004-004,1,Units,23,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000223,ODOO-VER-000015-013,ODOO-VER-000012-004,1,Units,24,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000224,ODOO-VER-000014-023,ODOO-VER-000005-004,1,Units,25,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000225,ODOO-VER-000014-023,ODOO-VER-000011-003,2,Units,26,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000226,ODOO-VER-000014-023,ODOO-VER-000015-029,1,Units,27,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000227,ODOO-VER-000014-024,ODOO-VER-000007-004,1,Units,28,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000228,ODOO-VER-000014-024,ODOO-VER-000004-004,1,Units,29,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000229,ODOO-VER-000014-024,ODOO-VER-000005-004,1,Units,30,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000230,ODOO-VER-000014-024,ODOO-VER-000011-003,2,Units,31,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000231,ODOO-VER-000014-024,ODOO-VER-000015-029,1,Units,32,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000232,ODOO-VER-000014-025,ODOO-VER-000007-004,1,Units,33,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000233,ODOO-VER-000014-025,ODOO-VER-000004-004,1,Units,34,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000234,ODOO-VER-000015-014,ODOO-VER-000002-006,1,Units,35,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000235,ODOO-VER-000014-025,ODOO-VER-000005-004,1,Units,36,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000236,ODOO-VER-000014-025,ODOO-VER-000011-003,2,Units,37,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000237,ODOO-VER-000014-025,ODOO-VER-000015-029,1,Units,38,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000238,ODOO-VER-000014-026,ODOO-VER-000004-004,1,Units,39,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000239,ODOO-VER-000014-026,ODOO-VER-000005-004,1,Units,40,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000240,ODOO-VER-000014-026,ODOO-VER-000007-004,1,Units,41,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000241,ODOO-VER-000014-026,ODOO-VER-000011-003,2,Units,42,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000242,ODOO-VER-000014-026,ODOO-VER-000015-029,1,Units,43,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000243,ODOO-VER-001025-003,ODOO-VER-000004-004,1,Units,44,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000244,ODOO-VER-001025-003,ODOO-VER-000005-004,1,Units,45,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000245,ODOO-VER-000015-014,ODOO-VER-000006-005,1,Units,46,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000246,ODOO-VER-001025-003,ODOO-VER-000007-004,1,Units,47,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000247,ODOO-VER-001025-003,ODOO-VER-000011-003,2,Units,48,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000248,ODOO-VER-001025-003,ODOO-VER-000015-029,1,Units,49,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000249,ODOO-VER-001025-004,ODOO-VER-000004-004,1,Units,50,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000250,ODOO-VER-001025-004,ODOO-VER-000005-004,1,Units,51,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000251,ODOO-VER-001025-004,ODOO-VER-000007-004,1,Units,52,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000252,ODOO-VER-001025-004,ODOO-VER-000011-003,2,Units,53,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000253,ODOO-VER-001025-004,ODOO-VER-000015-029,1,Units,54,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000254,ODOO-VER-001025-005,ODOO-VER-000007-004,1,Units,55,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000255,ODOO-VER-001025-005,ODOO-VER-000004-004,1,Units,56,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000256,ODOO-VER-000015-014,ODOO-VER-000008-005,1,Units,57,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000257,ODOO-VER-001025-005,ODOO-VER-000005-004,1,Units,58,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000258,ODOO-VER-001025-005,ODOO-VER-000011-003,2,Units,59,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000259,ODOO-VER-001025-005,ODOO-VER-000015-029,1,Units,60,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000260,ODOO-VER-001025-006,ODOO-VER-000007-004,1,Units,61,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000261,ODOO-VER-001025-006,ODOO-VER-000004-004,1,Units,62,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000262,ODOO-VER-001025-006,ODOO-VER-000005-004,1,Units,63,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000263,ODOO-VER-001025-006,ODOO-VER-000011-003,2,Units,64,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000264,ODOO-VER-001025-006,ODOO-VER-000015-029,1,Units,65,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000265,ODOO-VER-000015-014,ODOO-VER-000009-004,1,Units,66,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000266,ODOO-VER-001023-003,ODOO-VER-000007-004,1,Units,67,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000267,ODOO-VER-001023-003,ODOO-VER-000004-004,1,Units,68,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000268,ODOO-VER-001023-003,ODOO-VER-000005-004,1,Units,69,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000269,ODOO-VER-001023-003,ODOO-VER-000011-004,2,Units,70,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000270,ODOO-VER-001023-003,ODOO-VER-000015-029,1,Units,71,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000271,ODOO-VER-001023-004,ODOO-VER-000007-004,1,Units,72,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000272,ODOO-VER-001023-004,ODOO-VER-000004-004,1,Units,73,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000273,ODOO-VER-001023-004,ODOO-VER-000005-004,1,Units,74,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000274,ODOO-VER-001023-004,ODOO-VER-000011-004,2,Units,75,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000275,ODOO-VER-001023-004,ODOO-VER-000015-029,1,Units,76,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000276,ODOO-VER-000015-014,ODOO-VER-000010-004,1,Units,77,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000277,ODOO-VER-000015-030,ODOO-VER-000002-006,1,Units,78,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000278,ODOO-VER-000015-030,ODOO-VER-000006-005,1,Units,79,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000279,ODOO-VER-000015-030,ODOO-VER-000008-005,1,Units,80,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000280,ODOO-VER-000015-030,ODOO-VER-000009-004,1,Units,81,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000281,ODOO-VER-000015-030,ODOO-VER-000010-004,1,Units,82,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000282,ODOO-VER-000015-030,ODOO-VER-000012-005,1,Units,83,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000283,ODOO-VER-000003-007,ODOO-VER-000013-004,1,Units,84,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000284,ODOO-VER-000015-014,ODOO-VER-000012-004,1,Units,85,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000285,ODOO-VER-000003-008,ODOO-VER-000013-005,1,Units,86,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000286,ODOO-VER-000003-009,ODOO-VER-000013-005,1,Units,87,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000287,ODOO-VER-000003-010,ODOO-VER-000013-005,1,Units,88,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000288,ODOO-VER-000015-015,ODOO-VER-000002-006,1,Units,89,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000289,ODOO-VER-001040-002,ODOO-VER-000004-004,1,Units,90,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000290,ODOO-VER-001040-002,ODOO-VER-000005-004,1,Units,91,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000291,ODOO-VER-001040-002,ODOO-VER-000007-004,1,Units,92,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000292,ODOO-VER-001040-002,ODOO-VER-000011-004,2,Units,93,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000293,ODOO-VER-001040-002,ODOO-VER-000015-030,1,Units,94,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000294,ODOO-VER-000015-015,ODOO-VER-000006-005,1,Units,95,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000295,ODOO-VER-000015-031,ODOO-VER-000002-008,1,Units,96,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000296,ODOO-VER-000015-031,ODOO-VER-000006-006,1,Units,97,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000297,ODOO-VER-000015-031,ODOO-VER-000008-005,1,Units,98,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000298,ODOO-VER-000015-031,ODOO-VER-000009-005,1,Units,99,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000299,ODOO-VER-000015-031,ODOO-VER-000010-008,1,Units,100,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000300,ODOO-VER-000015-031,ODOO-VER-000012-006,1,Units,1,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000301,ODOO-VER-001040-003,ODOO-VER-000004-004,1,Units,2,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000302,ODOO-VER-001040-003,ODOO-VER-000005-004,1,Units,3,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000303,ODOO-VER-000015-015,ODOO-VER-000008-005,1,Units,4,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000304,ODOO-VER-001040-003,ODOO-VER-000007-004,1,Units,5,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000305,ODOO-VER-001040-003,ODOO-VER-000011-004,2,Units,6,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000306,ODOO-VER-001040-003,ODOO-VER-000015-031,1,Units,7,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000307,ODOO-VER-001041-001,ODOO-VER-000004-004,1,Units,8,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000308,ODOO-VER-001041-001,ODOO-VER-000005-004,1,Units,9,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000309,ODOO-VER-001041-001,ODOO-VER-000007-004,1,Units,10,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000310,ODOO-VER-001041-001,ODOO-VER-000011-004,2,Units,11,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000311,ODOO-VER-001041-001,ODOO-VER-000015-031,1,Units,12,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000312,ODOO-VER-001041-002,ODOO-VER-000004-004,1,Units,13,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000313,ODOO-VER-001041-002,ODOO-VER-000005-004,1,Units,14,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000314,ODOO-VER-000015-015,ODOO-VER-000009-004,1,Units,15,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000315,ODOO-VER-001041-002,ODOO-VER-000007-004,1,Units,16,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000316,ODOO-VER-001041-002,ODOO-VER-000011-004,2,Units,17,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000317,ODOO-VER-001041-002,ODOO-VER-000015-031,1,Units,18,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000318,ODOO-VER-001042-002,ODOO-VER-000004-004,1,Units,19,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000319,ODOO-VER-001042-002,ODOO-VER-000005-004,1,Units,20,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000320,ODOO-VER-001042-002,ODOO-VER-000007-004,1,Units,21,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000321,ODOO-VER-001042-002,ODOO-VER-000011-004,2,Units,22,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000322,ODOO-VER-001042-002,ODOO-VER-000015-031,1,Units,23,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000323,ODOO-VER-001042-003,ODOO-VER-000004-004,1,Units,24,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000324,ODOO-VER-001042-003,ODOO-VER-000005-004,1,Units,25,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000325,ODOO-VER-000015-015,ODOO-VER-000010-004,1,Units,26,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000326,ODOO-VER-001042-003,ODOO-VER-000007-004,1,Units,27,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000327,ODOO-VER-001042-003,ODOO-VER-000011-004,2,Units,28,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000328,ODOO-VER-001042-003,ODOO-VER-000015-031,1,Units,29,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000329,ODOO-VER-001043-001,ODOO-VER-000004-004,1,Units,30,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000330,ODOO-VER-001043-001,ODOO-VER-000005-004,1,Units,31,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000331,ODOO-VER-001043-001,ODOO-VER-000007-004,1,Units,32,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000332,ODOO-VER-001043-001,ODOO-VER-000011-004,2,Units,33,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000333,ODOO-VER-001043-001,ODOO-VER-000015-031,1,Units,34,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000334,ODOO-VER-001044-002,ODOO-VER-000004-004,1,Units,35,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000335,ODOO-VER-001044-002,ODOO-VER-000005-004,1,Units,36,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000336,ODOO-VER-000015-015,ODOO-VER-000012-004,1,Units,37,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000337,ODOO-VER-001044-002,ODOO-VER-000007-004,1,Units,38,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000338,ODOO-VER-001044-002,ODOO-VER-000011-004,2,Units,39,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000339,ODOO-VER-001044-002,ODOO-VER-000015-031,1,Units,40,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000340,ODOO-VER-001044-003,ODOO-VER-000004-004,1,Units,41,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000341,ODOO-VER-001044-003,ODOO-VER-000005-004,1,Units,42,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000342,ODOO-VER-001044-003,ODOO-VER-000007-004,1,Units,43,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000343,ODOO-VER-001044-003,ODOO-VER-000011-004,2,Units,44,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000344,ODOO-VER-001044-003,ODOO-VER-000015-031,1,Units,45,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000345,ODOO-VER-000015-016,ODOO-VER-000002-006,1,Units,46,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000346,ODOO-VER-000015-016,ODOO-VER-000006-005,1,Units,47,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000347,ODOO-VER-000015-016,ODOO-VER-000008-005,1,Units,48,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000348,ODOO-VER-000015-016,ODOO-VER-000009-004,1,Units,49,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000349,ODOO-VER-000015-016,ODOO-VER-000010-004,1,Units,50,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000350,ODOO-VER-000015-016,ODOO-VER-000012-004,1,Units,51,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000351,ODOO-VER-000015-017,ODOO-VER-000002-006,1,Units,52,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000352,ODOO-VER-000015-017,ODOO-VER-000006-005,1,Units,53,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000353,ODOO-VER-000015-017,ODOO-VER-000008-005,1,Units,54,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000354,ODOO-VER-000015-017,ODOO-VER-000009-004,1,Units,55,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000355,ODOO-VER-000015-017,ODOO-VER-000010-004,1,Units,56,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000356,ODOO-VER-000015-017,ODOO-VER-000012-004,1,Units,57,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000357,ODOO-VER-000015-018,ODOO-VER-000002-006,1,Units,58,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000358,ODOO-VER-000015-018,ODOO-VER-000006-005,1,Units,59,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000359,ODOO-VER-000015-018,ODOO-VER-000008-005,1,Units,60,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000360,ODOO-VER-000015-018,ODOO-VER-000009-004,1,Units,61,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000361,ODOO-VER-000015-018,ODOO-VER-000010-004,1,Units,62,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000362,ODOO-VER-000015-018,ODOO-VER-000012-004,1,Units,63,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000363,ODOO-VER-000015-019,ODOO-VER-000002-006,1,Units,64,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000364,ODOO-VER-000015-019,ODOO-VER-000006-005,1,Units,65,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000365,ODOO-VER-000015-019,ODOO-VER-000008-005,1,Units,66,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000366,ODOO-VER-000015-019,ODOO-VER-000009-004,1,Units,67,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000367,ODOO-VER-000015-019,ODOO-VER-000010-004,1,Units,68,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000368,ODOO-VER-000015-019,ODOO-VER-000012-004,1,Units,69,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000369,ODOO-VER-000003-011,ODOO-VER-000013-005,1,Units,70,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000370,ODOO-VER-000003-012,ODOO-VER-000013-005,1,Units,71,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000371,ODOO-VER-002043-002,ODOO-VER-000013-005,1,Units,72,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000372,ODOO-VER-002043-003,ODOO-VER-000013-005,1,Units,73,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000373,ODOO-VER-002043-004,ODOO-VER-000013-005,1,Units,74,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000374,ODOO-VER-002043-005,ODOO-VER-000013-005,1,Units,75,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000375,ODOO-VER-002043-006,ODOO-VER-000013-005,1,Units,76,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000376,ODOO-VER-002043-007,ODOO-VER-000013-005,1,Units,77,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000377,ODOO-VER-002043-008,ODOO-VER-000013-005,1,Units,78,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000378,ODOO-VER-002043-009,ODOO-VER-000013-005,1,Units,79,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000379,ODOO-VER-002043-010,ODOO-VER-000013-005,1,Units,80,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000380,ODOO-VER-002043-011,ODOO-VER-000013-005,1,Units,81,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000381,ODOO-VER-002043-012,ODOO-VER-000013-005,1,Units,82,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000382,ODOO-VER-002043-013,ODOO-VER-000013-005,1,Units,83,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000383,ODOO-VER-002043-014,ODOO-VER-000013-005,1,Units,84,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000384,ODOO-VER-002043-015,ODOO-VER-000013-005,1,Units,85,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000385,ODOO-VER-002043-016,ODOO-VER-000013-005,1,Units,86,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000386,ODOO-VER-002061-002,ODOO-VER-000013-005,1,Units,87,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000387,ODOO-VER-002061-003,ODOO-VER-000013-005,1,Units,88,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000388,ODOO-VER-002061-004,ODOO-VER-000013-005,1,Units,89,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000389,ODOO-VER-002061-005,ODOO-VER-000013-005,1,Units,90,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000390,ODOO-VER-002063-006,ODOO-VER-000002-016,1,Units,91,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000391,ODOO-VER-002063-006,ODOO-VER-001032-005,1,Units,92,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000392,ODOO-VER-002063-006,ODOO-VER-002043-016,1,Units,93,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000393,ODOO-VER-002043-017,ODOO-VER-000013-006,1,Units,94,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000394,ODOO-VER-002063-007,ODOO-VER-000002-017,1,Units,95,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000395,ODOO-VER-002063-007,ODOO-VER-001032-005,1,Units,96,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000396,ODOO-VER-002063-007,ODOO-VER-002043-017,1,Units,97,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000397,ODOO-VER-002043-018,ODOO-VER-000013-006,1,Units,98,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000398,ODOO-VER-002043-019,ODOO-VER-000013-006,1,Units,99,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000399,ODOO-VER-002063-008,ODOO-VER-000002-019,1,Units,100,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000400,ODOO-VER-002063-008,ODOO-VER-001032-005,1,Units,1,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000401,ODOO-VER-002063-008,ODOO-VER-002043-019,1,Units,2,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000402,ODOO-VER-002043-020,ODOO-VER-000013-006,1,Units,3,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000403,ODOO-VER-002063-009,ODOO-VER-000002-021,1,Units,4,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000404,ODOO-VER-002063-009,ODOO-VER-001032-005,1,Units,5,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000405,ODOO-VER-002063-009,ODOO-VER-002043-020,1,Units,6,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000406,ODOO-VER-000003-013,ODOO-VER-000013-006,1,Units,7,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000407,ODOO-VER-002080-001,ODOO-VER-000013-006,1,Units,8,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000408,ODOO-VER-002083-002,ODOO-VER-000013-006,1,Units,9,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000409,ODOO-VER-002090-002,ODOO-VER-000013-006,1,Units,10,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000410,ODOO-VER-002090-003,ODOO-VER-000013-006,1,Units,11,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000411,ODOO-VER-002063-010,ODOO-VER-000002-021,1,Units,12,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000412,ODOO-VER-002063-010,ODOO-VER-001032-005,1,Units,13,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000413,ODOO-VER-002063-010,ODOO-VER-002043-020,1,Units,14,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000414,ODOO-VER-002093-002,ODOO-VER-000002-021,1,Units,15,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000415,ODOO-VER-002093-002,ODOO-VER-001032-005,1,Units,16,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000416,ODOO-VER-002093-002,ODOO-VER-002043-020,1,Units,17,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000417,ODOO-VER-002093-003,ODOO-VER-000002-021,1,Units,18,normal,Assembly,0.25,TRUE
ODOO-BOMLINE-0000418,ODOO-VER-002093-003,ODOO-VER-001032-005,1,Units,19,normal,Assembly,0.50,TRUE
ODOO-BOMLINE-0000419,ODOO-VER-002093-003,ODOO-VER-002043-020,1,Units,20,normal,Assembly,0.75,TRUE
ODOO-BOMLINE-0000420,ODOO-VER-002093-004,ODOO-VER-000002-021,1,Units,21,normal,Assembly,0.00,TRUE
ODOO-BOMLINE-0000421,ODOO-VER-002093-004,ODOO-VER-001032-005,1,Units,22,normal,Assembly,0.25,TRUE
