relationId,parent,child,revision,isCurrent,active
ODOO-HASVER-0000274,ODOO-PROD-002073,ODOO-VER-002073-001,1,TRUE,TRUE
ODOO-HASVER-0000275,ODOO-PROD-002074,ODOO-VER-002074-001,1,TRUE,TRUE
ODOO-HASVER-0000276,ODOO-PROD-002075,ODOO-VER-002075-001,1,TRUE,TRUE
ODOO-HASVER-0000277,ODOO-PROD-002076,ODOO-VER-002076-001,1,TRUE,TRUE
ODOO-HASVER-0000278,ODOO-PROD-002077,ODOO-VER-002077-001,1,TRUE,TRUE
ODOO-HASVER-0000279,ODOO-PROD-002078,ODOO-VER-002078-001,1,TRUE,TRUE
ODOO-HASVER-0000280,ODOO-PROD-002079,ODOO-VER-002079-001,1,TRUE,TRUE
ODOO-HASVER-0000281,ODOO-PROD-002080,ODOO-VER-002080-001,1,TRUE,TRUE
ODOO-HASVER-0000282,ODOO-PROD-002083,ODOO-VER-002083-001,1,FALSE,TRUE
ODOO-HASVER-0000283,ODOO-PROD-002083,ODOO-VER-002083-002,2,TRUE,TRUE
ODOO-HASVER-0000284,ODOO-PROD-002086,ODOO-VER-002086-001,1,TRUE,TRUE
ODOO-HASVER-0000285,ODOO-PROD-002087,ODOO-VER-002087-001,1,TRUE,TRUE
ODOO-HASVER-0000286,ODOO-PROD-002088,ODOO-VER-002088-001,1,TRUE,TRUE
ODOO-HASVER-0000287,ODOO-PROD-002089,ODOO-VER-002089-001,1,TRUE,TRUE
ODOO-HASVER-0000288,ODOO-PROD-002090,ODOO-VER-002090-001,1,FALSE,TRUE
ODOO-HASVER-0000289,ODOO-PROD-002090,ODOO-VER-002090-002,2,FALSE,TRUE
ODOO-HASVER-0000290,ODOO-PROD-002090,ODOO-VER-002090-003,3,FALSE,TRUE
ODOO-HASVER-0000291,ODOO-PROD-002090,ODOO-VER-002090-004,4,FALSE,TRUE
ODOO-HASVER-0000292,ODOO-PROD-002090,ODOO-VER-002090-005,5,TRUE,TRUE
ODOO-HASVER-0000293,ODOO-PROD-002093,ODOO-VER-002093-001,1,FALSE,TRUE
ODOO-HASVER-0000294,ODOO-PROD-002093,ODOO-VER-002093-002,2,FALSE,TRUE
ODOO-HASVER-0000295,ODOO-PROD-002093,ODOO-VER-002093-003,3,FALSE,TRUE
ODOO-HASVER-0000296,ODOO-PROD-002093,ODOO-VER-002093-004,4,FALSE,TRUE
ODOO-HASVER-0000297,ODOO-PROD-002093,ODOO-VER-002093-005,5,FALSE,TRUE
ODOO-HASVER-0000298,ODOO-PROD-002093,ODOO-VER-002093-006,6,FALSE,TRUE
ODOO-HASVER-0000299,ODOO-PROD-002093,ODOO-VER-002093-007,7,FALSE,TRUE
ODOO-HASVER-0000300,ODOO-PROD-002093,ODOO-VER-002093-008,8,FALSE,TRUE
ODOO-HASVER-0000301,ODOO-PROD-002093,ODOO-VER-002093-009,9,FALSE,TRUE
ODOO-HASVER-0000302,ODOO-PROD-002093,ODOO-VER-002093-010,10,FALSE,TRUE
ODOO-HASVER-0000303,ODOO-PROD-002093,ODOO-VER-002093-011,11,TRUE,TRUE
ODOO-HASVER-0000304,ODOO-PROD-002095,ODOO-VER-002095-001,1,FALSE,TRUE
ODOO-HASVER-0000305,ODOO-PROD-002095,ODOO-VER-002095-002,2,FALSE,TRUE
ODOO-HASVER-0000306,ODOO-PROD-002095,ODOO-VER-002095-003,3,FALSE,TRUE
ODOO-HASVER-0000307,ODOO-PROD-002095,ODOO-VER-002095-004,4,FALSE,TRUE
ODOO-HASVER-0000308,ODOO-PROD-002095,ODOO-VER-002095-005,5,TRUE,TRUE
ODOO-HASVER-0000309,ODOO-PROD-002097,ODOO-VER-002097-001,1,FALSE,TRUE
ODOO-HASVER-0000310,ODOO-PROD-002097,ODOO-VER-002097-002,2,FALSE,TRUE
ODOO-HASVER-0000311,ODOO-PROD-002097,ODOO-VER-002097-003,3,FALSE,TRUE
ODOO-HASVER-0000312,ODOO-PROD-002097,ODOO-VER-002097-004,4,TRUE,TRUE
ODOO-HASVER-0000313,ODOO-PROD-002100,ODOO-VER-002100-001,1,FALSE,TRUE
ODOO-HASVER-0000314,ODOO-PROD-002100,ODOO-VER-002100-002,2,FALSE,TRUE
ODOO-HASVER-0000315,ODOO-PROD-002100,ODOO-VER-002100-003,3,FALSE,TRUE
ODOO-HASVER-0000316,ODOO-PROD-002100,ODOO-VER-002100-004,4,FALSE,TRUE
ODOO-HASVER-0000317,ODOO-PROD-002100,ODOO-VER-002100-005,5,TRUE,TRUE
ODOO-HASVER-0000318,ODOO-PROD-002103,ODOO-VER-002103-001,1,FALSE,TRUE
ODOO-HASVER-0000319,ODOO-PROD-002103,ODOO-VER-002103-002,2,FALSE,TRUE
ODOO-HASVER-0000320,ODOO-PROD-002103,ODOO-VER-002103-003,3,FALSE,TRUE
ODOO-HASVER-0000321,ODOO-PROD-002103,ODOO-VER-002103-004,4,FALSE,TRUE
ODOO-HASVER-0000322,ODOO-PROD-002103,ODOO-VER-002103-005,5,TRUE,TRUE
ODOO-HASVER-0000323,ODOO-PROD-002104,ODOO-VER-002104-001,1,FALSE,TRUE
ODOO-HASVER-0000324,ODOO-PROD-002104,ODOO-VER-002104-002,2,FALSE,TRUE
ODOO-HASVER-0000325,ODOO-PROD-002104,ODOO-VER-002104-003,3,FALSE,TRUE
ODOO-HASVER-0000326,ODOO-PROD-002104,ODOO-VER-002104-004,4,FALSE,TRUE
ODOO-HASVER-0000327,ODOO-PROD-002104,ODOO-VER-002104-005,5,TRUE,TRUE
ODOO-HASVER-0000328,ODOO-PROD-002107,ODOO-VER-002107-001,1,FALSE,TRUE
ODOO-HASVER-0000329,ODOO-PROD-002107,ODOO-VER-002107-002,2,FALSE,TRUE
ODOO-HASVER-0000330,ODOO-PROD-002107,ODOO-VER-002107-003,3,FALSE,TRUE
ODOO-HASVER-0000331,ODOO-PROD-002107,ODOO-VER-002107-004,4,TRUE,TRUE
ODOO-HASVER-0000332,ODOO-PROD-002110,ODOO-VER-002110-001,1,FALSE,TRUE
ODOO-HASVER-0000333,ODOO-PROD-002110,ODOO-VER-002110-002,2,FALSE,TRUE
ODOO-HASVER-0000334,ODOO-PROD-002110,ODOO-VER-002110-003,3,TRUE,TRUE
ODOO-HASVER-0000335,ODOO-PROD-002112,ODOO-VER-002112-001,1,FALSE,TRUE
ODOO-HASVER-0000336,ODOO-PROD-002112,ODOO-VER-002112-002,2,FALSE,TRUE
ODOO-HASVER-0000337,ODOO-PROD-002112,ODOO-VER-002112-003,3,FALSE,TRUE
ODOO-HASVER-0000338,ODOO-PROD-002112,ODOO-VER-002112-004,4,TRUE,TRUE
ODOO-HASVER-0000339,ODOO-PROD-002114,ODOO-VER-002114-001,1,FALSE,TRUE
ODOO-HASVER-0000340,ODOO-PROD-002114,ODOO-VER-002114-002,2,FALSE,TRUE
ODOO-HASVER-0000341,ODOO-PROD-002114,ODOO-VER-002114-003,3,TRUE,TRUE
ODOO-HASVER-0000342,ODOO-PROD-002116,ODOO-VER-002116-001,1,FALSE,TRUE
ODOO-HASVER-0000343,ODOO-PROD-002116,ODOO-VER-002116-002,2,TRUE,TRUE
ODOO-HASVER-0000344,ODOO-PROD-002117,ODOO-VER-002117-001,1,FALSE,TRUE
ODOO-HASVER-0000345,ODOO-PROD-002117,ODOO-VER-002117-002,2,FALSE,TRUE
ODOO-HASVER-0000346,ODOO-PROD-002117,ODOO-VER-002117-003,3,TRUE,TRUE
ODOO-HASVER-0000347,ODOO-PROD-002118,ODOO-VER-002118-001,1,FALSE,TRUE
ODOO-HASVER-0000348,ODOO-PROD-002118,ODOO-VER-002118-002,2,FALSE,TRUE
ODOO-HASVER-0000349,ODOO-PROD-002118,ODOO-VER-002118-003,3,FALSE,TRUE
ODOO-HASVER-0000350,ODOO-PROD-002118,ODOO-VER-002118-004,4,TRUE,TRUE
ODOO-HASVER-0000351,ODOO-PROD-002119,ODOO-VER-002119-001,1,FALSE,TRUE
ODOO-HASVER-0000352,ODOO-PROD-002119,ODOO-VER-002119-002,2,FALSE,TRUE
ODOO-HASVER-0000353,ODOO-PROD-002119,ODOO-VER-002119-003,3,FALSE,TRUE
ODOO-HASVER-0000354,ODOO-PROD-002119,ODOO-VER-002119-004,4,FALSE,TRUE
ODOO-HASVER-0000355,ODOO-PROD-002119,ODOO-VER-002119-005,5,TRUE,TRUE
ODOO-HASVER-0000356,ODOO-PROD-002120,ODOO-VER-002120-001,1,FALSE,TRUE
ODOO-HASVER-0000357,ODOO-PROD-002120,ODOO-VER-002120-002,2,FALSE,TRUE
ODOO-HASVER-0000358,ODOO-PROD-002120,ODOO-VER-002120-003,3,FALSE,TRUE
ODOO-HASVER-0000359,ODOO-PROD-002120,ODOO-VER-002120-004,4,TRUE,TRUE
ODOO-HASVER-0000360,ODOO-PROD-002128,ODOO-VER-002128-001,1,FALSE,TRUE
ODOO-HASVER-0000361,ODOO-PROD-002128,ODOO-VER-002128-002,2,FALSE,TRUE
ODOO-HASVER-0000362,ODOO-PROD-002128,ODOO-VER-002128-003,3,FALSE,TRUE
ODOO-HASVER-0000363,ODOO-PROD-002128,ODOO-VER-002128-004,4,FALSE,TRUE
ODOO-HASVER-0000364,ODOO-PROD-002128,ODOO-VER-002128-005,5,TRUE,TRUE
ODOO-HASVER-0000365,ODOO-PROD-002130,ODOO-VER-002130-001,1,FALSE,TRUE
ODOO-HASVER-0000366,ODOO-PROD-002130,ODOO-VER-002130-002,2,FALSE,TRUE
ODOO-HASVER-0000367,ODOO-PROD-002130,ODOO-VER-002130-003,3,FALSE,TRUE
ODOO-HASVER-0000368,ODOO-PROD-002130,ODOO-VER-002130-004,4,TRUE,TRUE
ODOO-HASVER-0000369,ODOO-PROD-002131,ODOO-VER-002131-001,1,FALSE,TRUE
ODOO-HASVER-0000370,ODOO-PROD-002131,ODOO-VER-002131-002,2,FALSE,TRUE
ODOO-HASVER-0000371,ODOO-PROD-002131,ODOO-VER-002131-003,3,TRUE,TRUE
ODOO-HASVER-0000372,ODOO-PROD-002132,ODOO-VER-002132-001,1,FALSE,TRUE
ODOO-HASVER-0000373,ODOO-PROD-002132,ODOO-VER-002132-002,2,FALSE,TRUE
ODOO-HASVER-0000374,ODOO-PROD-002132,ODOO-VER-002132-003,3,FALSE,TRUE
ODOO-HASVER-0000375,ODOO-PROD-002132,ODOO-VER-002132-004,4,TRUE,TRUE
ODOO-HASVER-0000376,ODOO-PROD-002136,ODOO-VER-002136-001,1,FALSE,TRUE
ODOO-HASVER-0000377,ODOO-PROD-002136,ODOO-VER-002136-002,2,FALSE,TRUE
ODOO-HASVER-0000378,ODOO-PROD-002136,ODOO-VER-002136-003,3,FALSE,TRUE
ODOO-HASVER-0000379,ODOO-PROD-002136,ODOO-VER-002136-004,4,FALSE,TRUE
ODOO-HASVER-0000380,ODOO-PROD-002136,ODOO-VER-002136-005,5,TRUE,TRUE
ODOO-HASVER-0000381,ODOO-PROD-002138,ODOO-VER-002138-001,1,FALSE,TRUE
ODOO-HASVER-0000382,ODOO-PROD-002138,ODOO-VER-002138-002,2,FALSE,TRUE
ODOO-HASVER-0000383,ODOO-PROD-002138,ODOO-VER-002138-003,3,FALSE,TRUE
ODOO-HASVER-0000384,ODOO-PROD-002138,ODOO-VER-002138-004,4,TRUE,TRUE
ODOO-HASVER-0000385,ODOO-PROD-002140,ODOO-VER-002140-001,1,FALSE,TRUE
ODOO-HASVER-0000386,ODOO-PROD-002140,ODOO-VER-002140-002,2,FALSE,TRUE
ODOO-HASVER-0000387,ODOO-PROD-002140,ODOO-VER-002140-003,3,FALSE,TRUE
ODOO-HASVER-0000388,ODOO-PROD-002140,ODOO-VER-002140-004,4,FALSE,TRUE
ODOO-HASVER-0000389,ODOO-PROD-002140,ODOO-VER-002140-005,5,TRUE,TRUE
ODOO-HASVER-0000390,ODOO-PROD-002142,ODOO-VER-002142-001,1,FALSE,TRUE
ODOO-HASVER-0000391,ODOO-PROD-002142,ODOO-VER-002142-002,2,FALSE,TRUE
ODOO-HASVER-0000392,ODOO-PROD-002142,ODOO-VER-002142-003,3,TRUE,TRUE
ODOO-HASVER-0000393,ODOO-PROD-002144,ODOO-VER-002144-001,1,FALSE,TRUE
ODOO-HASVER-0000394,ODOO-PROD-002144,ODOO-VER-002144-002,2,FALSE,TRUE
ODOO-HASVER-0000395,ODOO-PROD-002144,ODOO-VER-002144-003,3,TRUE,TRUE
ODOO-HASVER-0000396,ODOO-PROD-002146,ODOO-VER-002146-001,1,FALSE,TRUE
ODOO-HASVER-0000397,ODOO-PROD-002146,ODOO-VER-002146-002,2,FALSE,TRUE
ODOO-HASVER-0000398,ODOO-PROD-002146,ODOO-VER-002146-003,3,FALSE,TRUE
ODOO-HASVER-0000399,ODOO-PROD-002146,ODOO-VER-002146-004,4,FALSE,TRUE
ODOO-HASVER-0000400,ODOO-PROD-002146,ODOO-VER-002146-005,5,FALSE,TRUE
ODOO-HASVER-0000401,ODOO-PROD-002146,ODOO-VER-002146-006,6,TRUE,TRUE
ODOO-HASVER-0000402,ODOO-PROD-002147,ODOO-VER-002147-001,1,FALSE,TRUE
ODOO-HASVER-0000403,ODOO-PROD-002147,ODOO-VER-002147-002,2,FALSE,TRUE
ODOO-HASVER-0000404,ODOO-PROD-002147,ODOO-VER-002147-003,3,FALSE,TRUE
ODOO-HASVER-0000405,ODOO-PROD-002147,ODOO-VER-002147-004,4,TRUE,TRUE
ODOO-HASVER-0000406,ODOO-PROD-002148,ODOO-VER-002148-001,1,FALSE,TRUE
ODOO-HASVER-0000407,ODOO-PROD-002148,ODOO-VER-002148-002,2,FALSE,TRUE
ODOO-HASVER-0000408,ODOO-PROD-002148,ODOO-VER-002148-003,3,FALSE,TRUE
ODOO-HASVER-0000409,ODOO-PROD-002148,ODOO-VER-002148-004,4,FALSE,TRUE
ODOO-HASVER-0000410,ODOO-PROD-002148,ODOO-VER-002148-005,5,FALSE,TRUE
ODOO-HASVER-0000411,ODOO-PROD-002148,ODOO-VER-002148-006,6,FALSE,TRUE
ODOO-HASVER-0000412,ODOO-PROD-002148,ODOO-VER-002148-007,7,FALSE,TRUE
ODOO-HASVER-0000413,ODOO-PROD-002148,ODOO-VER-002148-008,8,TRUE,TRUE
ODOO-HASVER-0000414,ODOO-PROD-002149,ODOO-VER-002149-001,1,TRUE,TRUE
ODOO-HASVER-0000415,ODOO-PROD-002150,ODOO-VER-002150-001,1,FALSE,TRUE
ODOO-HASVER-0000416,ODOO-PROD-002150,ODOO-VER-002150-002,2,FALSE,TRUE
ODOO-HASVER-0000417,ODOO-PROD-002150,ODOO-VER-002150-003,3,FALSE,TRUE
ODOO-HASVER-0000418,ODOO-PROD-002150,ODOO-VER-002150-004,4,TRUE,TRUE
ODOO-HASVER-0000419,ODOO-PROD-002153,ODOO-VER-002153-001,1,FALSE,TRUE
ODOO-HASVER-0000420,ODOO-PROD-002153,ODOO-VER-002153-002,2,TRUE,TRUE
ODOO-HASVER-0000421,ODOO-PROD-002154,ODOO-VER-002154-001,1,FALSE,TRUE
ODOO-HASVER-0000422,ODOO-PROD-002154,ODOO-VER-002154-002,2,TRUE,TRUE
ODOO-HASVER-0000423,ODOO-PROD-002155,ODOO-VER-002155-001,1,FALSE,TRUE
ODOO-HASVER-0000424,ODOO-PROD-002155,ODOO-VER-002155-002,2,FALSE,TRUE
ODOO-HASVER-0000425,ODOO-PROD-002155,ODOO-VER-002155-003,3,TRUE,TRUE
ODOO-HASVER-0000426,ODOO-PROD-002156,ODOO-VER-002156-001,1,FALSE,TRUE
ODOO-HASVER-0000427,ODOO-PROD-002156,ODOO-VER-002156-002,2,TRUE,TRUE
ODOO-HASVER-0000428,ODOO-PROD-002165,ODOO-VER-002165-001,1,FALSE,TRUE
ODOO-HASVER-0000429,ODOO-PROD-002165,ODOO-VER-002165-002,2,FALSE,TRUE
ODOO-HASVER-0000430,ODOO-PROD-002165,ODOO-VER-002165-003,3,TRUE,TRUE
ODOO-HASVER-0000431,ODOO-PROD-002166,ODOO-VER-002166-003,3,TRUE,TRUE
ODOO-HASVER-0000432,ODOO-PROD-002166,ODOO-VER-002166-001,1,FALSE,TRUE
ODOO-HASVER-0000433,ODOO-PROD-002166,ODOO-VER-002166-002,2,FALSE,TRUE
ODOO-HASVER-0000434,ODOO-PROD-002167,ODOO-VER-002167-001,1,FALSE,TRUE
ODOO-HASVER-0000435,ODOO-PROD-002167,ODOO-VER-002167-002,2,FALSE,TRUE
ODOO-HASVER-0000436,ODOO-PROD-002167,ODOO-VER-002167-003,3,TRUE,TRUE
ODOO-HASVER-0000437,ODOO-PROD-002168,ODOO-VER-002168-001,1,FALSE,TRUE
ODOO-HASVER-0000438,ODOO-PROD-002168,ODOO-VER-002168-002,2,TRUE,TRUE
ODOO-HASVER-0000439,ODOO-PROD-002173,ODOO-VER-002173-001,1,FALSE,TRUE
ODOO-HASVER-0000440,ODOO-PROD-002173,ODOO-VER-002173-002,2,FALSE,TRUE
ODOO-HASVER-0000441,ODOO-PROD-002173,ODOO-VER-002173-003,3,TRUE,TRUE
ODOO-HASVER-0000442,ODOO-PROD-002175,ODOO-VER-002175-001,1,FALSE,TRUE
ODOO-HASVER-0000443,ODOO-PROD-002175,ODOO-VER-002175-002,2,FALSE,TRUE
ODOO-HASVER-0000444,ODOO-PROD-002175,ODOO-VER-002175-003,3,TRUE,TRUE
ODOO-HASVER-0000445,ODOO-PROD-002176,ODOO-VER-002176-001,1,FALSE,TRUE
ODOO-HASVER-0000446,ODOO-PROD-002176,ODOO-VER-002176-002,2,FALSE,TRUE
ODOO-HASVER-0000447,ODOO-PROD-002176,ODOO-VER-002176-003,3,TRUE,TRUE
ODOO-HASVER-0000448,ODOO-PROD-002181,ODOO-VER-002181-001,1,FALSE,TRUE
ODOO-HASVER-0000449,ODOO-PROD-002181,ODOO-VER-002181-002,2,FALSE,TRUE
ODOO-HASVER-0000450,ODOO-PROD-002181,ODOO-VER-002181-003,3,TRUE,TRUE
ODOO-HASVER-0000451,ODOO-PROD-002184,ODOO-VER-002184-001,1,FALSE,TRUE
ODOO-HASVER-0000452,ODOO-PROD-002184,ODOO-VER-002184-002,2,FALSE,TRUE
ODOO-HASVER-0000453,ODOO-PROD-002184,ODOO-VER-002184-003,3,TRUE,TRUE
ODOO-HASVER-0000454,ODOO-PROD-002187,ODOO-VER-002187-001,1,FALSE,TRUE
ODOO-HASVER-0000455,ODOO-PROD-002187,ODOO-VER-002187-002,2,FALSE,TRUE
ODOO-HASVER-0000456,ODOO-PROD-002187,ODOO-VER-002187-003,3,TRUE,TRUE
ODOO-HASVER-0000457,ODOO-PROD-002188,ODOO-VER-002188-001,1,FALSE,TRUE
ODOO-HASVER-0000458,ODOO-PROD-002188,ODOO-VER-002188-002,2,FALSE,TRUE
ODOO-HASVER-0000459,ODOO-PROD-002188,ODOO-VER-002188-003,3,TRUE,TRUE
ODOO-HASVER-0000460,ODOO-PROD-002193,ODOO-VER-002193-001,1,FALSE,TRUE
ODOO-HASVER-0000461,ODOO-PROD-002193,ODOO-VER-002193-002,2,TRUE,TRUE
ODOO-HASVER-0000462,ODOO-PROD-002196,ODOO-VER-002196-001,1,TRUE,TRUE
ODOO-HASVER-0000463,ODOO-PROD-002197,ODOO-VER-002197-001,1,FALSE,TRUE
ODOO-HASVER-0000464,ODOO-PROD-002197,ODOO-VER-002197-002,2,FALSE,TRUE
ODOO-HASVER-0000465,ODOO-PROD-002197,ODOO-VER-002197-003,3,TRUE,TRUE
ODOO-HASVER-0000466,ODOO-PROD-002199,ODOO-VER-002199-001,1,FALSE,TRUE
ODOO-HASVER-0000467,ODOO-PROD-002199,ODOO-VER-002199-002,2,TRUE,TRUE
ODOO-HASVER-0000468,ODOO-PROD-002200,ODOO-VER-002200-001,1,FALSE,TRUE
ODOO-HASVER-0000469,ODOO-PROD-002200,ODOO-VER-002200-002,2,FALSE,TRUE
ODOO-HASVER-0000470,ODOO-PROD-002200,ODOO-VER-002200-003,3,FALSE,TRUE
ODOO-HASVER-0000471,ODOO-PROD-002200,ODOO-VER-002200-004,4,FALSE,TRUE
ODOO-HASVER-0000472,ODOO-PROD-002200,ODOO-VER-002200-005,5,FALSE,TRUE
ODOO-HASVER-0000473,ODOO-PROD-002200,ODOO-VER-002200-006,6,TRUE,TRUE
ODOO-HASVER-0000474,ODOO-PROD-003197,ODOO-VER-003197-001,1,FALSE,TRUE
ODOO-HASVER-0000475,ODOO-PROD-003197,ODOO-VER-003197-002,2,FALSE,TRUE
ODOO-HASVER-0000476,ODOO-PROD-003197,ODOO-VER-003197-003,3,FALSE,TRUE
ODOO-HASVER-0000477,ODOO-PROD-003197,ODOO-VER-003197-004,4,FALSE,TRUE
ODOO-HASVER-0000478,ODOO-PROD-003197,ODOO-VER-003197-005,5,FALSE,TRUE
ODOO-HASVER-0000479,ODOO-PROD-003197,ODOO-VER-003197-006,6,TRUE,TRUE
